woj,pow,rok,kod,liczba_proc_nk_a,liczba_proc_nk_c,rodziny_wszczete,liczba_osob_ogol,liczba_osob_kobiety,liczba_osob_mezczyzni,liczba_osob_dzieci,odsetek_bezrobotnych_dlugotrwalych,wielkosc_wynagrodzenia,odsetek_rozwodow,liczba_osob_na_1_izbe,przecietna_powiechnia_mieszkania_na_1_osobe
zachodniopomorskie,m. szczecin,2021,3262000,1087,1096,2041,1421,1027.0,204.0,190.0,0.5087,6244,0.4235,0.61,29.7
zachodniopomorskie,m. swinoujscie,2021,3263000,51,113,136,355,138.0,132.0,85.0,0.4186,5564,0.4317,0.54,33.5
zachodniopomorskie,mysliborski,2021,3210000,97,90,111,202,96.0,55.0,51.0,0.5486,4927,0.4896,0.68,26.9
zachodniopomorskie,policki,2021,3211000,169,167,233,262,206.0,33.0,23.0,0.5405,5844,0.7033,0.65,33.1
zachodniopomorskie,pyrzycki,2021,3212000,50,54,72,85,53.0,20.0,12.0,0.5578,5265,0.359,0.71,26.2
zachodniopomorskie,stargardzki,2021,3214000,434,370,741,654,425.0,85.0,144.0,0.5703,5126,0.4589,0.69,27.0
zachodniopomorskie,szczecinecki,2021,3215000,97,94,109,298,117.0,84.0,97.0,0.6307,5255,0.4571,0.67,27.1
zachodniopomorskie,slawienski,2021,3213000,51,35,78,110,52.0,29.0,29.0,0.576,4747,0.3744,0.65,30.4
zachodniopomorskie,walecki,2021,3217000,159,130,261,295,189.0,40.0,66.0,0.5812,5224,0.5231,0.68,27.6
zachodniopomorskie,lobeski,2021,3218000,91,63,75,99,62.0,10.0,27.0,0.6063,4962,0.4961,0.69,26.6
zachodniopomorskie,swidwinski,2021,3216000,187,169,236,369,174.0,45.0,150.0,0.5433,4704,0.4094,0.69,26.8
łódzkie,belchatowski,2021,1001000,220,159,254,391,235.0,36.0,120.0,0.5451,7288,0.2932,0.62,31.9
łódzkie,brzezinski,2021,1021000,20,24,37,77,43.0,7.0,27.0,0.5674,4605,0.3628,0.64,32.7
łódzkie,kutnowski,2021,1002000,214,182,305,527,287.0,43.0,197.0,0.6298,5228,0.4413,0.65,28.4
łódzkie,m. piotrkow trybunalski,2021,1062000,184,172,245,477,213.0,43.0,221.0,0.5627,5029,0.4008,0.61,29.5
łódzkie,m. skierniewice,2021,1063000,106,106,138,146,79.0,5.0,62.0,0.5684,5145,0.4879,0.59,30.8
łódzkie,m. lodz,2021,1061000,1330,1465,2771,3167,2051.0,476.0,640.0,0.6364,6062,0.3413,0.58,30.9
łódzkie,opoczynski,2021,1007000,135,99,165,329,159.0,30.0,140.0,0.4965,4877,0.204,0.67,30.0
łódzkie,pabianicki,2021,1008000,126,79,186,266,150.0,16.0,100.0,0.5785,5097,0.3662,0.61,32.1
łódzkie,pajeczanski,2021,1009000,56,57,93,154,87.0,25.0,42.0,0.5535,4878,0.25,0.64,31.5
łódzkie,piotrkowski,2021,1010000,166,118,235,403,221.0,51.0,131.0,0.549,4657,0.2537,0.65,32.5
łódzkie,poddebicki,2021,1011000,37,30,73,153,82.0,11.0,60.0,0.6064,6479,0.1967,0.61,33.9
łódzkie,radomszczanski,2021,1012000,170,162,268,337,223.0,40.0,74.0,0.4905,4807,0.2335,0.63,32.2
łódzkie,rawski,2021,1013000,67,60,124,179,86.0,33.0,60.0,0.4977,5001,0.2249,0.69,29.4
łódzkie,sieradzki,2021,1014000,210,190,280,476,238.0,68.0,170.0,0.5397,5105,0.257,0.67,30.3
łódzkie,skierniewicki,2021,1015000,75,53,103,151,91.0,19.0,41.0,0.5458,4861,0.1833,0.68,31.9
łódzkie,tomaszowski,2021,1016000,203,227,302,388,281.0,30.0,77.0,0.5528,4926,0.236,0.64,30.4
łódzkie,wielunski,2021,1017000,92,67,138,271,136.0,43.0,92.0,0.5603,4994,0.2971,0.64,32.1
łódzkie,wieruszowski,2021,1018000,47,41,58,126,62.0,20.0,44.0,0.4864,4510,0.22,0.64,32.9
łódzkie,zdunskowolski,2021,1019000,58,58,86,113,76.0,11.0,26.0,0.5674,4818,0.3489,0.66,29.5
łódzkie,zgierski,2021,1020000,284,247,390,508,287.0,37.0,184.0,0.511,5476,0.4191,0.62,32.2
łódzkie,laski,2021,1003000,60,25,85,122,75.0,16.0,31.0,0.5295,4475,0.2822,0.61,33.1
łódzkie,lowicki,2021,1005000,126,99,175,301,171.0,38.0,92.0,0.5887,4866,0.2941,0.63,32.6
łódzkie,lodzki wschodni,2021,1006000,75,48,101,126,90.0,9.0,27.0,0.5817,4921,0.3715,0.62,36.3
łódzkie,leczycki,2021,1004000,64,59,102,163,102.0,19.0,42.0,0.6138,5112,0.3262,0.7,29.2
śląskie,bielski,2021,2402000,190,210,335,625,310.0,55.0,260.0,0.4714,5205,0.3357,0.67,31.2
śląskie,bierunsko-ledzinski,2021,2414000,96,82,132,254,114.0,20.0,120.0,0.4322,5054,0.2857,0.67,30.9
śląskie,bedzinski,2021,2401000,245,199,378,704,300.0,40.0,364.0,0.4811,5088,0.5009,0.61,31.7
śląskie,cieszynski,2021,2403000,271,228,384,768,324.0,59.0,385.0,0.5476,5109,0.3724,0.6,34.2
śląskie,czestochowski,2021,2404000,165,146,208,305,191.0,21.0,93.0,0.5153,5015,0.2726,0.64,34.0
śląskie,gliwicki,2021,2405000,172,154,270,555,245.0,46.0,264.0,0.5102,5062,0.4806,0.66,29.3
śląskie,klobucki,2021,2406000,167,164,197,325,164.0,37.0,124.0,0.5593,4435,0.2623,0.66,32.7
śląskie,lubliniecki,2021,2407000,77,62,118,262,108.0,14.0,140.0,0.5893,5038,0.3592,0.64,31.5
śląskie,m. bielsko-biala,2021,2461000,282,159,367,382,297.0,27.0,58.0,0.4703,5789,0.5218,0.61,31.2
śląskie,m. bytom,2021,2462000,250,198,384,1181,367.0,279.0,535.0,0.5723,5562,0.4,0.64,27.1
śląskie,m. chorzow,2021,2463000,145,110,194,354,153.0,16.0,185.0,0.4326,5282,0.4098,0.63,27.6
śląskie,m. czestochowa,2021,2464000,343,137,457,597,343.0,114.0,140.0,0.4628,5307,0.4158,0.62,30.5
śląskie,m. dabrowa gornicza,2021,2465000,169,210,265,293,132.0,17.0,144.0,0.5514,6360,0.5213,0.65,27.9
śląskie,m. gliwice,2021,2466000,274,207,351,738,276.0,30.0,432.0,0.4971,6698,0.4605,0.61,29.7
śląskie,m. jastrzebie-zdroj,2021,2467000,256,188,220,590,255.0,23.0,312.0,0.4279,8987,0.2734,0.68,27.5
śląskie,m. jaworzno,2021,2468000,262,289,301,564,251.0,47.0,266.0,0.4856,6435,0.4555,0.66,28.5
śląskie,m. katowice,2021,2469000,316,96,836,1692,808.0,250.0,634.0,0.4736,6924,0.3624,0.56,32.6
śląskie,m. myslowice,2021,2470000,177,182,298,578,263.0,48.0,267.0,0.5561,5216,0.3302,0.64,29.3
śląskie,m. piekary slaskie,2021,2471000,90,87,154,334,139.0,5.0,190.0,0.6182,5732,0.4748,0.66,26.8
śląskie,m. ruda slaska,2021,2472000,151,89,280,661,193.0,23.0,445.0,0.2878,5318,0.3984,0.66,26.1
śląskie,m. rybnik,2021,2473000,333,392,397,790,342.0,48.0,400.0,0.5071,5447,0.3695,0.63,29.9
śląskie,m. siemianowice slaskie,2021,2474000,101,101,135,167,107.0,7.0,53.0,0.4117,5389,0.4034,0.64,26.9
śląskie,m. sosnowiec,2021,2475000,324,240,437,886,413.0,72.0,401.0,0.5591,5551,0.4956,0.63,27.3
śląskie,m. tychy,2021,2477000,288,73,286,507,227.0,28.0,252.0,0.4285,5586,0.4723,0.67,27.5
śląskie,m. zabrze,2021,2478000,169,228,264,569,225.0,13.0,331.0,0.5356,5824,0.4567,0.67,25.9
śląskie,m. swietochlowice,2021,2476000,141,40,165,323,119.0,16.0,188.0,0.4731,4816,0.4129,0.65,26.1
śląskie,m. zory,2021,2479000,95,97,128,266,113.0,12.0,141.0,0.4259,5195,0.3378,0.69,27.8
śląskie,mikolowski,2021,2408000,141,134,220,418,177.0,22.0,219.0,0.5147,5294,0.3436,0.63,32.5
śląskie,myszkowski,2021,2409000,122,105,170,287,120.0,27.0,140.0,0.5126,5006,0.5249,0.61,34.0
śląskie,pszczynski,2021,2410000,175,80,210,407,178.0,22.0,207.0,0.5061,5270,0.3023,0.66,31.6
śląskie,raciborski,2021,2411000,183,169,241,422,196.0,25.0,201.0,0.5733,5907,0.3512,0.62,31.6
śląskie,rybnicki,2021,2412000,188,173,246,515,191.0,35.0,289.0,0.5449,5078,0.281,0.67,29.3
śląskie,tarnogorski,2021,2413000,190,159,361,781,330.0,42.0,409.0,0.5898,5320,0.4119,0.62,32.0
śląskie,wodzislawski,2021,2415000,271,268,428,800,375.0,93.0,332.0,0.5167,4708,0.2925,0.65,30.3
śląskie,zawiercianski,2021,2416000,180,171,253,479,255.0,19.0,205.0,0.5421,5807,0.3855,0.6,33.5
śląskie,zywiecki,2021,2417000,313,297,433,767,388.0,89.0,290.0,0.4844,5437,0.2793,0.64,32.4
świętokrzyskie,buski,2021,2601000,163,182,223,341,196.0,79.0,66.0,0.4918,4912,0.2616,0.63,32.5
świętokrzyskie,jedrzejowski,2021,2602000,211,190,256,508,234.0,138.0,136.0,0.6556,5350,0.2716,0.66,30.7
świętokrzyskie,kazimierski,2021,2603000,77,63,108,257,138.0,79.0,40.0,0.6596,4616,0.2206,0.66,31.8
świętokrzyskie,kielecki,2021,2604000,641,413,945,1799,873.0,466.0,460.0,0.4614,4789,0.3031,0.73,28.9
świętokrzyskie,konecki,2021,2605000,257,179,307,371,264.0,57.0,50.0,0.522,4922,0.2912,0.66,30.1
świętokrzyskie,m. kielce,2021,2661000,584,303,802,802,644.0,97.0,61.0,0.5857,5648,0.474,0.62,28.9
świętokrzyskie,opatowski,2021,2606000,107,71,130,319,145.0,82.0,92.0,0.6673,4619,0.3048,0.72,29.5
świętokrzyskie,ostrowiecki,2021,2607000,176,124,171,545,193.0,184.0,168.0,0.5162,4912,0.4805,0.66,28.2
świętokrzyskie,pinczowski,2021,2608000,91,86,140,328,154.0,106.0,68.0,0.6246,4885,0.2989,0.62,32.1
świętokrzyskie,sandomierski,2021,2609000,257,184,226,592,271.0,233.0,88.0,0.626,5414,0.2603,0.68,30.1
świętokrzyskie,skarzyski,2021,2610000,134,106,221,268,184.0,54.0,30.0,0.6259,5118,0.3496,0.64,28.6
świętokrzyskie,starachowicki,2021,2611000,740,144,607,771,577.0,147.0,47.0,0.5942,5500,0.4294,0.7,27.3
świętokrzyskie,staszowski,2021,2612000,223,186,308,399,271.0,97.0,31.0,0.5315,5167,0.2896,0.67,30.3
świętokrzyskie,wloszczowski,2021,2613000,101,136,129,265,138.0,82.0,45.0,0.6232,5238,0.1714,0.65,32.7
dolnośląskie,boleslawiecki,2020,0201000,11,119,198,400,204.0,127.0,69.0,0.3788,4887,0.4933,0.64,30.6
dolnośląskie,dzierzoniowski,2020,0202000,23,109,239,609,268.0,109.0,232.0,0.3427,4690,0.6028,0.68,27.1
dolnośląskie,gorowski,2020,0204000,7,81,91,241,108.0,50.0,83.0,0.5797,4432,0.3358,0.67,28.5
dolnośląskie,glogowski,2020,0203000,31,358,401,1109,384.0,123.0,602.0,0.5228,4763,0.3797,0.69,26.4
dolnośląskie,jaworski,2020,0205000,5,100,153,328,210.0,80.0,38.0,0.5602,4932,0.5244,0.68,28.1
dolnośląskie,kamiennogorski,2020,0207000,40,153,166,386,179.0,50.0,157.0,0.3705,4532,0.4412,0.71,26.6
dolnośląskie,karkonoski,2020,0206000,27,101,96,287,146.0,91.0,50.0,0.5419,4526,0.4754,0.58,35.5
dolnośląskie,klodzki,2020,0208000,47,348,372,854,396.0,153.0,305.0,0.5254,4747,0.5255,0.64,30.0
dolnośląskie,legnicki,2020,0209000,4,87,100,146,97.0,11.0,38.0,0.5552,4877,0.3967,0.65,31.1
dolnośląskie,lubanski,2020,0210000,5,80,99,173,107.0,23.0,43.0,0.4361,4508,0.4606,0.65,28.7
dolnośląskie,lubinski,2020,0211000,46,243,263,1054,477.0,160.0,417.0,0.3756,8920,0.3408,0.64,28.8
dolnośląskie,lwowecki,2020,0212000,38,95,137,265,139.0,27.0,99.0,0.5186,4622,0.5096,0.64,30.4
dolnośląskie,m. jelenia gora,2020,0261000,35,54,170,183,124.0,28.0,31.0,0.3913,5183,0.4821,0.6,30.9
dolnośląskie,m. legnica,2020,0262000,0,84,285,0,0.0,0.0,0.0,0.4607,4952,0.5723,0.62,29.4
dolnośląskie,m. walbrzych,2020,0265000,47,122,315,558,377.0,58.0,123.0,0.3862,5565,0.5601,0.66,26.5
dolnośląskie,m. wroclaw,2020,0264000,198,440,1377,9656,4929.0,2866.0,1861.0,0.3826,6140,0.4512,0.58,31.9
dolnośląskie,milicki,2020,0213000,11,65,80,197,118.0,21.0,58.0,0.4866,4338,0.4538,0.69,28.7
dolnośląskie,olesnicki,2020,0214000,29,121,206,878,326.0,315.0,237.0,0.4236,4773,0.4815,0.67,29.3
dolnośląskie,olawski,2020,0215000,34,87,196,349,185.0,94.0,70.0,0.4458,4987,0.6157,0.65,29.7
dolnośląskie,polkowicki,2020,0216000,15,149,181,701,420.0,165.0,116.0,0.508,5606,0.3613,0.68,28.2
dolnośląskie,strzelinski,2020,0217000,8,78,132,255,135.0,51.0,69.0,0.5635,5161,0.4422,0.66,30.0
dolnośląskie,trzebnicki,2020,0220000,9,311,277,646,393.0,138.0,115.0,0.4742,4611,0.4299,0.66,32.0
dolnośląskie,walbrzyski,2020,0221000,7,88,130,407,160.0,131.0,116.0,0.4408,4385,0.4294,0.68,28.3
dolnośląskie,wolowski,2020,0222000,2,84,151,245,122.0,49.0,74.0,0.6216,5907,0.4551,0.65,28.6
dolnośląskie,wroclawski,2020,0223000,48,263,349,625,373.0,71.0,181.0,0.3452,5868,0.4281,0.58,38.7
dolnośląskie,zgorzelecki,2020,0225000,34,136,189,833,522.0,146.0,165.0,0.4843,4881,0.5294,0.64,29.0
dolnośląskie,zabkowicki,2020,0224000,33,264,286,377,248.0,89.0,40.0,0.4764,4556,0.3483,0.65,30.6
dolnośląskie,zlotoryjski,2020,0226000,3,101,124,350,135.0,96.0,119.0,0.5957,5118,0.447,0.67,28.6
dolnośląskie,sredzki,2020,0218000,20,85,142,316,162.0,102.0,52.0,0.4746,5260,0.4541,0.64,32.4
dolnośląskie,swidnicki,2020,0219000,47,421,454,966,551.0,131.0,284.0,0.4424,5053,0.4656,0.67,28.4
kujawsko - pomorskie,aleksandrowski,2020,0401000,10,69,90,202,74.0,39.0,89.0,0.5616,4138,0.5024,0.65,30.5
kujawsko - pomorskie,brodnicki,2020,0402000,9,185,215,563,287.0,203.0,73.0,0.501,4291,0.243,0.7,28.1
kujawsko - pomorskie,bydgoski,2020,0403000,45,251,243,662,340.0,183.0,139.0,0.4258,4752,0.6295,0.67,33.2
kujawsko - pomorskie,chelminski,2020,0404000,7,142,151,239,159.0,57.0,23.0,0.5795,4492,0.25,0.78,24.7
kujawsko - pomorskie,golubsko-dobrzynski,2020,0405000,23,72,86,285,137.0,25.0,123.0,0.5617,4974,0.2453,0.76,26.2
kujawsko - pomorskie,grudziadzki,2020,0406000,22,74,72,180,68.0,36.0,76.0,0.5953,4677,0.1679,0.75,27.5
kujawsko - pomorskie,inowroclawski,2020,0407000,43,253,372,981,665.0,142.0,174.0,0.5524,4597,0.5127,0.71,25.5
kujawsko - pomorskie,lipnowski,2020,0408000,9,164,164,298,169.0,62.0,67.0,0.5952,4106,0.3953,0.77,25.3
kujawsko - pomorskie,m. bydgoszcz,2020,0461000,21,429,488,1429,744.0,216.0,469.0,0.4304,5252,0.5607,0.64,26.7
kujawsko - pomorskie,m. grudziadz,2020,0462000,47,25,213,668,333.0,49.0,286.0,0.5147,4414,0.4184,0.65,26.0
kujawsko - pomorskie,m. torun,2020,0463000,18,265,265,970,400.0,399.0,171.0,0.5259,5331,0.3171,0.61,28.3
kujawsko - pomorskie,m. wloclawek,2020,0464000,73,321,365,288,106.0,49.0,133.0,0.6295,4889,0.6722,0.66,25.4
kujawsko - pomorskie,mogilenski,2020,0409000,9,54,93,178,88.0,31.0,59.0,0.5395,4263,0.4211,0.72,26.9
kujawsko - pomorskie,nakielski,2020,0410000,27,214,248,470,240.0,113.0,117.0,0.5138,4423,0.4371,0.77,24.9
kujawsko - pomorskie,radziejowski,2020,0411000,8,68,61,153,79.0,32.0,42.0,0.7004,4320,0.3313,0.74,27.9
kujawsko - pomorskie,rypinski,2020,0412000,3,77,68,132,70.0,17.0,45.0,0.5825,4219,0.4444,0.74,26.3
kujawsko - pomorskie,sepolenski,2020,0413000,20,118,103,252,102.0,23.0,127.0,0.5657,4308,0.4895,0.78,24.5
kujawsko - pomorskie,torunski,2020,0415000,64,179,180,413,202.0,104.0,107.0,0.4985,4394,0.3359,0.71,29.8
kujawsko - pomorskie,tucholski,2020,0416000,12,114,100,357,132.0,113.0,112.0,0.5346,4208,0.3827,0.71,27.2
kujawsko - pomorskie,wabrzeski,2020,0417000,11,52,106,166,101.0,30.0,35.0,0.6127,4709,0.2727,0.74,25.8
kujawsko - pomorskie,wloclawski,2020,0418000,15,117,131,398,162.0,94.0,142.0,0.7005,4383,0.4684,0.75,28.1
kujawsko - pomorskie,swiecki,2020,0414000,34,181,227,264,117.0,56.0,91.0,0.5182,4858,0.4622,0.73,26.4
kujawsko - pomorskie,zninski,2020,0419000,27,184,194,438,231.0,72.0,135.0,0.5283,4285,0.4618,0.74,26.1
lubelskie,bialski,2020,0601000,33,266,286,640,331.0,66.0,243.0,0.5912,4258,0.2394,0.65,31.9
lubelskie,bilgorajski,2020,0602000,19,171,175,498,246.0,60.0,192.0,0.458,4522,0.3324,0.72,29.6
lubelskie,hrubieszowski,2020,0604000,11,86,204,373,244.0,54.0,75.0,0.6702,4518,0.3738,0.69,29.6
lubelskie,janowski,2020,0605000,13,116,113,215,137.0,33.0,45.0,0.6364,4437,0.2391,0.78,28.8
lubelskie,krasnostawski,2020,0606000,36,126,165,358,186.0,52.0,120.0,0.6558,4548,0.3165,0.65,31.7
lubelskie,krasnicki,2020,0607000,74,103,201,447,270.0,78.0,99.0,0.6365,4244,0.3946,0.71,28.9
lubelskie,lubartowski,2020,0608000,20,126,147,491,245.0,58.0,188.0,0.6386,4369,0.2508,0.68,30.8
lubelskie,lubelski,2020,0609000,36,208,268,639,340.0,59.0,240.0,0.4621,4253,0.3558,0.66,34.3
lubelskie,m. biala podlaska,2020,0661000,7,102,100,329,165.0,20.0,144.0,0.6003,4504,0.3906,0.61,30.1
lubelskie,m. chelm,2020,0662000,21,134,158,408,171.0,45.0,192.0,0.5559,4581,0.4896,0.64,27.7
lubelskie,m. lublin,2020,0663000,11,651,553,264,213.0,26.0,25.0,0.5496,5412,0.3994,0.59,29.0
lubelskie,m. zamosc,2020,0664000,8,75,151,216,180.0,20.0,16.0,0.5785,5013,0.6332,0.65,27.7
lubelskie,opolski,2020,0612000,18,73,116,357,177.0,59.0,121.0,0.599,4252,0.3434,0.72,29.2
lubelskie,parczewski,2020,0613000,19,73,118,218,143.0,32.0,43.0,0.5834,4478,0.374,0.66,30.9
lubelskie,pulawski,2020,0614000,61,212,231,722,353.0,66.0,303.0,0.4547,5311,0.3898,0.65,30.2
lubelskie,radzynski,2020,0615000,17,97,127,312,155.0,59.0,98.0,0.535,4385,0.2269,0.69,30.6
lubelskie,rycki,2020,0616000,15,103,125,318,172.0,39.0,107.0,0.5638,4386,0.3035,0.67,30.1
lubelskie,tomaszowski,2020,0618000,11,76,167,300,148.0,23.0,129.0,0.5152,4337,0.3333,0.69,30.6
lubelskie,wlodawski,2020,0619000,3,58,84,148,104.0,18.0,26.0,0.6542,4333,0.3282,0.65,30.5
lubelskie,zamojski,2020,0620000,13,150,195,480,249.0,33.0,198.0,0.551,4135,0.309,0.68,32.6
lubelskie,lukowski,2020,0611000,19,168,213,533,273.0,46.0,214.0,0.4586,4146,0.1852,0.71,29.4
lubelskie,leczynski,2020,0610000,25,108,149,331,167.0,43.0,121.0,0.5146,6391,0.3158,0.71,29.1
lubelskie,swidnicki,2020,0617000,11,154,175,392,189.0,105.0,98.0,0.5629,5074,0.2943,0.68,28.5
lubelskie,chelmski,2020,0603000,33,167,205,438,263.0,65.0,110.0,0.5972,4291,0.2989,0.71,29.5
lubuskie,gorzowski,2020,0801000,13,104,95,302,183.0,21.0,98.0,0.3547,5012,0.3318,0.66,30.4
lubuskie,krosnienski,2020,0802000,8,49,71,18,13.0,3.0,2.0,0.456,4765,0.2857,0.67,28.5
lubuskie,m. gorzow wielkopolski,2020,0861000,46,227,215,478,343.0,48.0,87.0,0.2538,4788,0.2957,0.63,27.6
lubuskie,m. zielona gora,2020,0862000,128,118,281,1607,764.0,314.0,529.0,0.3448,5212,0.4327,0.61,31.0
lubuskie,miedzyrzecki,2020,0803000,21,93,121,442,189.0,85.0,168.0,0.4834,4569,0.2362,0.67,28.4
lubuskie,nowosolski,2020,0804000,32,302,260,278,170.0,74.0,34.0,0.4163,4625,0.3508,0.68,27.5
lubuskie,strzelecko-drezdenecki,2020,0806000,18,65,99,145,74.0,40.0,31.0,0.4579,4560,0.2819,0.69,26.9
lubuskie,sulecinski,2020,0807000,11,9,45,12,10.0,1.0,1.0,0.3943,4292,0.2273,0.65,30.0
lubuskie,slubicki,2020,0805000,4,71,67,114,59.0,23.0,32.0,0.3297,4480,0.2871,0.66,28.6
lubuskie,wschowski,2020,0812000,9,77,86,216,78.0,63.0,75.0,0.5058,4470,0.3388,0.69,29.1
lubuskie,zielonogorski,2020,0809000,27,105,100,270,173.0,42.0,55.0,0.4174,5037,0.2934,0.68,29.5
lubuskie,swiebodzinski,2020,0808000,11,75,78,77,56.0,2.0,19.0,0.3711,4659,0.3583,0.68,28.2
lubuskie,zaganski,2020,0810000,12,141,190,387,197.0,121.0,69.0,0.4185,4484,0.2911,0.67,27.8
lubuskie,zarski,2020,0811000,65,86,160,742,313.0,236.0,193.0,0.4361,5047,0.3981,0.67,27.8
mazowieckie,bialobrzeski,2020,1401000,1,66,82,176,97.0,38.0,41.0,0.5633,4410,0.2812,0.69,30.5
mazowieckie,ciechanowski,2020,1402000,13,88,160,346,242.0,39.0,65.0,0.5314,4967,0.2643,0.66,29.2
mazowieckie,garwolinski,2020,1403000,9,259,397,825,462.0,161.0,202.0,0.5904,4708,0.3022,0.7,30.9
mazowieckie,gostyninski,2020,1404000,5,60,81,181,106.0,24.0,51.0,0.5757,4637,0.4367,0.68,27.9
mazowieckie,grodziski,2020,1405000,24,76,114,268,146.0,51.0,71.0,0.3483,5761,0.3819,0.59,37.5
mazowieckie,grojecki,2020,1406000,10,125,173,438,266.0,96.0,76.0,0.3685,5088,0.3163,0.67,32.0
mazowieckie,kozienicki,2020,1407000,5,105,127,151,115.0,27.0,9.0,0.6384,5467,0.3151,0.67,30.6
mazowieckie,legionowski,2020,1408000,14,127,173,381,295.0,21.0,65.0,0.4754,5059,0.3177,0.59,36.7
mazowieckie,lipski,2020,1409000,0,35,45,126,95.0,7.0,24.0,0.6276,4564,0.2589,0.67,31.4
mazowieckie,m. ostroleka,2020,1461000,3,65,62,62,53.0,5.0,4.0,0.5848,5712,0.7362,0.62,28.2
mazowieckie,m. plock,2020,1462000,39,221,216,422,339.0,36.0,47.0,0.5731,6526,0.4846,0.62,27.4
mazowieckie,m. radom,2020,1463000,38,358,611,3818,2750.0,387.0,681.0,0.5932,5033,0.4396,0.68,26.9
mazowieckie,m. siedlce,2020,1464000,38,82,96,214,149.0,43.0,22.0,0.4565,5187,0.5741,0.61,29.0
mazowieckie,m. st. warszawa,2020,1465000,411,1205,2249,10228,6106.0,1804.0,2318.0,0.3937,7147,0.4506,0.59,32.6
mazowieckie,makowski,2020,1411000,5,60,62,167,116.0,25.0,26.0,0.6878,4461,0.3851,0.66,30.6
mazowieckie,minski,2020,1412000,26,116,211,582,361.0,143.0,78.0,0.4751,4717,0.4204,0.65,32.2
mazowieckie,mlawski,2020,1413000,10,109,159,492,252.0,133.0,107.0,0.4516,4636,0.281,0.68,28.9
mazowieckie,nowodworski,2020,1414000,9,133,149,250,193.0,20.0,37.0,0.5371,6096,0.3483,0.64,31.4
mazowieckie,ostrowski,2020,1416000,7,151,228,340,287.0,28.0,25.0,0.5251,4650,0.3099,0.67,29.9
mazowieckie,ostrolecki,2020,1415000,11,121,172,303,199.0,63.0,41.0,0.5675,4564,0.2123,0.73,29.8
mazowieckie,otwocki,2020,1417000,26,122,251,591,454.0,72.0,65.0,0.4433,5281,0.3715,0.63,34.2
mazowieckie,piaseczynski,2020,1418000,74,285,319,496,421.0,49.0,26.0,0.4234,5164,0.4757,0.57,41.2
mazowieckie,pruszkowski,2020,1421000,26,96,140,579,514.0,29.0,36.0,0.4503,6295,0.4444,0.58,36.9
mazowieckie,przasnyski,2020,1422000,5,83,116,308,183.0,51.0,74.0,0.5762,4638,0.2553,0.72,28.0
mazowieckie,przysuski,2020,1423000,0,32,74,146,98.0,17.0,31.0,0.6861,4653,0.213,0.72,28.5
mazowieckie,pultuski,2020,1424000,4,74,101,453,279.0,28.0,146.0,0.6016,4644,0.3632,0.66,31.1
mazowieckie,plocki,2020,1419000,32,115,205,434,266.0,81.0,87.0,0.5937,4631,0.2886,0.7,30.6
mazowieckie,plonski,2020,1420000,12,180,294,531,347.0,71.0,113.0,0.5487,4826,0.3758,0.69,29.3
mazowieckie,radomski,2020,1425000,23,213,392,752,517.0,68.0,167.0,0.6088,4362,0.2969,0.78,27.1
mazowieckie,siedlecki,2020,1426000,22,134,185,474,270.0,99.0,105.0,0.4493,4503,0.2219,0.68,31.5
mazowieckie,sierpecki,2020,1427000,3,36,57,138,90.0,29.0,19.0,0.6297,4613,0.2723,0.71,27.4
mazowieckie,sochaczewski,2020,1428000,30,77,196,300,224.0,48.0,28.0,0.4132,5741,0.3062,0.68,29.8
mazowieckie,sokolowski,2020,1429000,3,100,138,262,166.0,53.0,43.0,0.5122,4792,0.2207,0.62,32.8
mazowieckie,szydlowiecki,2020,1430000,2,20,43,87,72.0,11.0,4.0,0.6477,4157,0.3782,0.73,27.5
mazowieckie,warszawski zachodni,2020,1432000,21,74,111,583,305.0,166.0,112.0,0.4091,5990,0.3305,0.57,42.0
mazowieckie,wolominski,2020,1434000,87,371,376,886,544.0,78.0,264.0,0.466,4997,0.2988,0.67,31.8
mazowieckie,wyszkowski,2020,1435000,32,159,210,312,206.0,56.0,50.0,0.2999,4404,0.3235,0.7,29.7
mazowieckie,wegrowski,2020,1433000,26,185,223,382,279.0,42.0,61.0,0.4935,4589,0.2791,0.63,32.5
mazowieckie,zwolenski,2020,1436000,4,41,65,125,96.0,19.0,10.0,0.5424,4508,0.3089,0.74,28.6
mazowieckie,losicki,2020,1410000,5,62,61,158,82.0,20.0,56.0,0.5189,4486,0.2047,0.63,32.6
mazowieckie,zurominski,2020,1437000,2,33,42,50,42.0,7.0,1.0,0.6363,4384,0.2278,0.7,28.4
mazowieckie,zyrardowski,2020,1438000,8,57,123,294,182.0,33.0,79.0,0.5985,5113,0.3475,0.65,30.3
małopolskie,bochenski,2020,1201000,27,148,148,353,224.0,44.0,85.0,0.3878,4523,0.1609,0.69,29.4
małopolskie,brzeski,2020,1202000,8,169,192,292,209.0,39.0,44.0,0.482,4244,0.1802,0.72,29.1
małopolskie,chrzanowski,2020,1203000,56,162,161,551,284.0,46.0,221.0,0.4796,4912,0.4528,0.66,28.9
małopolskie,dabrowski,2020,1204000,6,67,70,165,105.0,31.0,29.0,0.5718,4425,0.1504,0.77,26.9
małopolskie,gorlicki,2020,1205000,16,137,134,391,203.0,34.0,154.0,0.4533,4158,0.2317,0.74,26.6
małopolskie,krakowski,2020,1206000,104,433,395,1076,605.0,127.0,344.0,0.4261,5788,0.2555,0.62,35.2
