woj,pow,rok,kod,liczba_proc_nk_a,liczba_proc_nk_c,rodziny_wszczete,liczba_osob_ogol,liczba_osob_kobiety,liczba_osob_mezczyzni,liczba_osob_dzieci,odsetek_bezrobotnych_dlugotrwalych,wielkosc_wynagrodzenia,odsetek_rozwodow,liczba_osob_na_1_izbe,przecietna_powiechnia_mieszkania_na_1_osobe
małopolskie,krakowski,2015,1206000,115,510,506,1889,1030.0,519.0,340.0,0.4846,4204,0.3162,0.73,30.3
małopolskie,limanowski,2015,1207000,38,236,238,953,489.0,209.0,255.0,0.6103,3167,0.1144,0.9,23.5
małopolskie,m. krakow,2015,1261000,194,902,896,2213,1792.0,214.0,207.0,0.5483,4431,0.4097,0.67,27.3
małopolskie,m. nowy sacz,2015,1262000,5,21,115,453,395.0,31.0,27.0,0.5244,3302,0.3041,0.72,26.2
małopolskie,m. tarnow,2015,1263000,31,213,213,765,584.0,92.0,89.0,0.6145,3668,0.4736,0.71,24.8
małopolskie,miechowski,2015,1208000,14,89,79,260,209.0,15.0,36.0,0.5913,3189,0.2289,0.74,28.2
małopolskie,myslenicki,2015,1209000,45,208,201,510,273.0,85.0,152.0,0.4598,3094,0.232,0.83,25.7
małopolskie,nowosadecki,2015,1210000,26,247,296,762,485.0,134.0,143.0,0.5449,3142,0.1263,0.94,22.4
małopolskie,nowotarski,2015,1211000,34,294,301,935,349.0,319.0,267.0,0.5141,3121,0.1938,0.81,25.4
małopolskie,olkuski,2015,1212000,23,131,162,438,236.0,110.0,92.0,0.6127,3731,0.2891,0.72,26.1
małopolskie,oswiecimski,2015,1213000,103,167,205,538,269.0,124.0,145.0,0.5138,3677,0.3012,0.75,25.9
małopolskie,proszowicki,2015,1214000,11,37,39,88,56.0,24.0,8.0,0.576,3313,0.2315,0.77,29.6
małopolskie,suski,2015,1215000,30,191,173,345,198.0,57.0,90.0,0.4764,3323,0.1897,0.76,27.0
małopolskie,tarnowski,2015,1216000,30,289,279,929,453.0,270.0,206.0,0.5817,3049,0.1614,0.85,25.1
małopolskie,tatrzanski,2015,1217000,12,55,59,346,126.0,122.0,98.0,0.6443,3520,0.3596,0.59,33.0
małopolskie,wadowicki,2015,1218000,78,251,262,1106,579.0,203.0,324.0,0.5255,3115,0.2178,0.8,25.8
małopolskie,wielicki,2015,1219000,27,139,148,906,770.0,24.0,112.0,0.4599,3812,0.3184,0.72,29.8
opolskie,brzeski,2015,1601000,28,136,196,568,319.0,158.0,91.0,0.5264,3546,0.4106,0.75,25.8
opolskie,glubczycki,2015,1602000,16,143,132,313,176.0,79.0,58.0,0.6099,3354,0.2934,0.69,28.3
opolskie,kluczborski,2015,1604000,30,87,102,168,111.0,8.0,49.0,0.5223,3529,0.3045,0.72,26.4
opolskie,krapkowicki,2015,1605000,38,130,136,264,173.0,31.0,60.0,0.5543,4183,0.3127,0.67,28.5
opolskie,kedzierzynsko-kozielski,2015,1603000,30,232,154,303,236.0,16.0,51.0,0.5669,4444,0.357,0.66,28.5
opolskie,m. opole,2015,1661000,70,266,272,630,430.0,74.0,126.0,0.5079,4225,0.451,0.61,28.6
opolskie,namyslowski,2015,1606000,6,46,104,159,117.0,25.0,17.0,0.5525,3609,0.4341,0.7,27.8
opolskie,nyski,2015,1607000,47,309,514,1066,619.0,158.0,289.0,0.4968,3337,0.3869,0.72,27.0
opolskie,oleski,2015,1608000,8,85,96,295,166.0,37.0,92.0,0.5037,3321,0.2073,0.68,29.0
opolskie,opolski,2015,1609000,40,231,214,536,291.0,84.0,161.0,0.5104,3376,0.2815,0.64,31.6
opolskie,prudnicki,2015,1610000,19,88,82,341,115.0,105.0,121.0,0.6106,3329,0.2978,0.66,31.1
opolskie,strzelecki,2015,1611000,13,111,125,358,262.0,38.0,58.0,0.469,3575,0.2857,0.68,28.0
podkarpackie,bieszczadzki,2015,1801000,12,39,4,2,1.0,0.0,1.0,0.6007,3448,0.3273,0.83,22.5
podkarpackie,brzozowski,2015,1802000,54,75,77,187,107.0,26.0,54.0,0.6661,3162,0.1801,0.84,23.4
podkarpackie,debicki,2015,1803000,43,216,221,465,232.0,54.0,179.0,0.5661,3401,0.1854,0.87,23.4
podkarpackie,jaroslawski,2015,1804000,20,147,169,205,119.0,4.0,82.0,0.6651,3546,0.2794,0.84,24.6
podkarpackie,jasielski,2015,1805000,50,344,266,384,243.0,44.0,97.0,0.6353,3262,0.2278,0.84,23.3
podkarpackie,kolbuszowski,2015,1806000,18,132,120,313,162.0,43.0,108.0,0.5575,3112,0.1525,0.89,23.5
podkarpackie,krosnienski,2015,1807000,19,363,345,309,142.0,65.0,102.0,0.5545,3021,0.2393,0.78,25.3
podkarpackie,leski,2015,1821000,11,52,67,117,58.0,14.0,45.0,0.5869,3504,0.2432,0.77,25.7
podkarpackie,lezajski,2015,1808000,10,125,125,188,136.0,23.0,29.0,0.6305,3302,0.2202,0.86,23.8
podkarpackie,lubaczowski,2015,1809000,15,55,55,120,69.0,15.0,36.0,0.5363,3168,0.2219,0.83,25.4
podkarpackie,m. krosno,2015,1861000,15,111,212,464,354.0,78.0,32.0,0.569,3266,0.4675,0.68,26.7
podkarpackie,m. przemysl,2015,1862000,11,103,12,122,83.0,30.0,9.0,0.6851,3501,0.434,0.74,24.1
podkarpackie,m. rzeszow,2015,1863000,81,256,305,164,131.0,15.0,18.0,0.6177,4231,0.3428,0.68,26.5
podkarpackie,m. tarnobrzeg,2015,1864000,9,121,99,463,244.0,106.0,113.0,0.6176,3284,0.3505,0.74,23.5
podkarpackie,mielecki,2015,1811000,44,279,267,856,496.0,155.0,205.0,0.528,3532,0.2151,0.83,23.5
podkarpackie,nizanski,2015,1812000,8,148,96,313,133.0,14.0,166.0,0.5829,3017,0.1809,0.79,26.4
podkarpackie,przemyski,2015,1813000,31,64,80,182,95.0,21.0,66.0,0.6015,3195,0.2104,0.86,25.0
podkarpackie,przeworski,2015,1814000,40,171,117,281,162.0,57.0,62.0,0.6252,3130,0.1925,0.82,25.6
podkarpackie,ropczycko-sedziszowski,2015,1815000,21,132,174,274,168.0,26.0,80.0,0.6082,3365,0.1718,0.89,23.4
podkarpackie,rzeszowski,2015,1816000,97,249,246,649,360.0,153.0,136.0,0.6033,3333,0.2159,0.8,26.8
podkarpackie,sanocki,2015,1817000,29,167,266,394,247.0,69.0,78.0,0.5344,3251,0.2679,0.82,23.5
podkarpackie,stalowowolski,2015,1818000,44,126,158,119,73.0,17.0,29.0,0.5862,3651,0.2842,0.78,24.0
podkarpackie,strzyzowski,2015,1819000,40,184,173,165,126.0,33.0,6.0,0.6623,2990,0.1952,0.83,25.3
podkarpackie,tarnobrzeski,2015,1820000,43,127,124,268,141.0,43.0,84.0,0.5547,3531,0.2177,0.83,24.3
podkarpackie,lancucki,2015,1810000,22,108,110,28,21.0,1.0,6.0,0.6056,3115,0.2044,0.79,25.8
podlaskie,augustowski,2015,2001000,29,141,148,291,182.0,56.0,53.0,0.6553,3761,0.3333,0.7,26.9
podlaskie,bialostocki,2015,2002000,69,314,367,934,490.0,288.0,156.0,0.624,3338,0.2561,0.64,32.0
podlaskie,bielski,2015,2003000,14,120,111,402,182.0,149.0,71.0,0.5892,3924,0.3295,0.58,32.2
podlaskie,grajewski,2015,2004000,4,231,223,527,283.0,139.0,105.0,0.6128,3984,0.2637,0.78,24.5
podlaskie,hajnowski,2015,2005000,7,141,147,258,148.0,79.0,31.0,0.5516,3715,0.3668,0.53,34.9
podlaskie,kolnenski,2015,2006000,21,119,106,288,123.0,85.0,80.0,0.6284,3393,0.217,0.87,23.8
podlaskie,m. bialystok,2015,2061000,93,565,645,1338,1149.0,152.0,37.0,0.6253,3844,0.4596,0.65,26.0
podlaskie,m. suwalki,2015,2063000,17,139,199,170,122.0,32.0,16.0,0.4699,3435,0.4232,0.74,23.2
podlaskie,m. lomza,2015,2062000,16,45,177,169,121.0,5.0,43.0,0.5776,3338,0.3314,0.7,24.2
podlaskie,moniecki,2015,2008000,10,112,112,285,131.0,83.0,71.0,0.6245,3364,0.2202,0.71,29.3
podlaskie,sejnenski,2015,2009000,0,56,64,237,91.0,85.0,61.0,0.619,3564,0.3563,0.66,31.3
podlaskie,siemiatycki,2015,2010000,6,152,105,462,206.0,168.0,88.0,0.5776,3220,0.2383,0.6,33.2
podlaskie,sokolski,2015,2011000,12,298,319,605,375.0,119.0,111.0,0.6908,3408,0.2997,0.67,29.2
podlaskie,suwalski,2015,2012000,16,102,101,488,186.0,144.0,158.0,0.4363,3120,0.1831,0.72,30.3
podlaskie,wysokomazowiecki,2015,2013000,1,135,153,313,180.0,103.0,30.0,0.5402,3552,0.2207,0.7,31.0
podlaskie,zambrowski,2015,2014000,8,79,80,257,95.0,85.0,77.0,0.5995,3473,0.2833,0.74,26.5
podlaskie,lomzynski,2015,2007000,4,164,159,205,158.0,36.0,11.0,0.5855,3708,0.2022,0.76,29.4
pomorskie,bytowski,2015,2201000,25,132,167,524,183.0,134.0,207.0,0.5619,3447,0.2455,0.83,22.7
pomorskie,chojnicki,2015,2202000,33,240,166,704,419.0,179.0,106.0,0.5677,3133,0.3108,0.79,24.4
pomorskie,czluchowski,2015,2203000,15,127,135,363,241.0,69.0,53.0,0.5587,3384,0.2812,0.8,23.4
pomorskie,gdanski,2015,2204000,36,140,161,277,184.0,11.0,82.0,0.4932,3806,0.4109,0.73,29.0
pomorskie,kartuski,2015,2205000,86,160,195,531,249.0,125.0,157.0,0.3749,3275,0.2219,0.81,27.7
pomorskie,koscierski,2015,2206000,32,94,113,351,169.0,58.0,124.0,0.5367,3117,0.2826,0.77,25.9
pomorskie,kwidzynski,2015,2207000,42,181,245,700,264.0,231.0,205.0,0.5503,3771,0.3947,0.84,21.9
pomorskie,leborski,2015,2208000,29,124,123,706,241.0,244.0,221.0,0.4916,3554,0.3889,0.76,24.7
pomorskie,m. gdansk,2015,2261000,49,392,461,2814,1908.0,638.0,268.0,0.5058,4992,0.5233,0.66,27.1
pomorskie,m. gdynia,2015,2262000,43,279,334,826,586.0,84.0,156.0,0.4604,4566,0.4954,0.65,27.6
pomorskie,m. sopot,2015,2264000,13,24,41,195,162.0,19.0,14.0,0.4743,4836,0.4152,0.56,32.5
pomorskie,m. slupsk,2015,2263000,16,77,99,418,371.0,24.0,23.0,0.4688,3478,0.5237,0.68,24.6
pomorskie,malborski,2015,2209000,23,109,135,297,153.0,96.0,48.0,0.572,3408,0.3993,0.8,22.5
pomorskie,nowodworski,2015,2210000,70,102,85,309,159.0,64.0,86.0,0.6033,3422,0.411,0.67,29.3
pomorskie,pucki,2015,2211000,30,111,140,567,234.0,115.0,218.0,0.4483,3584,0.265,0.62,34.2
pomorskie,starogardzki,2015,2213000,84,162,237,1361,735.0,313.0,313.0,0.5608,3560,0.3698,0.8,24.5
pomorskie,sztumski,2015,2216000,33,94,125,329,157.0,74.0,98.0,0.4903,3455,0.3023,0.85,21.7
pomorskie,slupski,2015,2212000,53,173,176,655,283.0,166.0,206.0,0.524,3497,0.3961,0.77,25.0
pomorskie,tczewski,2015,2214000,41,209,254,971,369.0,259.0,343.0,0.5012,3821,0.411,0.85,21.7
pomorskie,wejherowski,2015,2215000,139,413,359,1778,818.0,305.0,655.0,0.4799,3441,0.3548,0.78,25.2
warmińsko-mazurskie,bartoszycki,2015,2801000,12,214,209,486,296.0,68.0,122.0,0.6376,3314,0.3377,0.78,22.4
warmińsko-mazurskie,braniewski,2015,2802000,21,160,167,419,204.0,95.0,120.0,0.653,3241,0.3155,0.81,22.3
warmińsko-mazurskie,dzialdowski,2015,2803000,13,318,251,906,385.0,156.0,365.0,0.5982,3180,0.3722,0.76,24.6
warmińsko-mazurskie,elblaski,2015,2804000,31,232,237,654,318.0,87.0,249.0,0.6358,3199,0.3438,0.83,23.1
warmińsko-mazurskie,elcki,2015,2805000,25,553,469,1513,753.0,295.0,465.0,0.5545,3184,0.4259,0.76,22.8
warmińsko-mazurskie,gizycki,2015,2806000,7,125,147,551,210.0,138.0,203.0,0.4764,3369,0.4491,0.73,24.3
warmińsko-mazurskie,goldapski,2015,2818000,21,151,175,473,162.0,40.0,271.0,0.6278,3045,0.3546,0.78,23.1
warmińsko-mazurskie,ilawski,2015,2807000,13,269,311,1117,425.0,334.0,358.0,0.3876,3172,0.3515,0.81,23.2
warmińsko-mazurskie,ketrzynski,2015,2808000,21,248,236,836,374.0,243.0,219.0,0.6524,3165,0.4823,0.77,22.2
warmińsko-mazurskie,lidzbarski,2015,2809000,13,103,105,571,202.0,212.0,157.0,0.597,3248,0.3971,0.77,23.6
warmińsko-mazurskie,m. elblag,2015,2861000,43,519,409,1887,916.0,321.0,650.0,0.5994,3687,0.4449,0.76,22.0
warmińsko-mazurskie,m. olsztyn,2015,2862000,16,273,891,1092,584.0,495.0,13.0,0.5023,4104,0.5471,0.66,25.5
warmińsko-mazurskie,mragowski,2015,2810000,10,95,92,337,135.0,109.0,93.0,0.5061,3077,0.4435,0.72,26.0
warmińsko-mazurskie,nidzicki,2015,2811000,13,138,95,388,155.0,124.0,109.0,0.4742,3079,0.2907,0.82,22.4
warmińsko-mazurskie,nowomiejski,2015,2812000,12,249,295,669,355.0,208.0,106.0,0.5201,2878,0.1783,0.79,24.3
warmińsko-mazurskie,olecki,2015,2813000,8,120,120,349,260.0,52.0,37.0,0.6078,3357,0.4154,0.77,23.8
warmińsko-mazurskie,olsztynski,2015,2814000,42,354,433,885,548.0,198.0,139.0,0.5488,3559,0.3891,0.74,27.4
warmińsko-mazurskie,ostrodzki,2015,2815000,44,227,255,905,399.0,62.0,444.0,0.5173,3175,0.3655,0.78,23.4
warmińsko-mazurskie,piski,2015,2816000,4,252,254,505,262.0,49.0,194.0,0.5719,3445,0.287,0.78,22.8
warmińsko-mazurskie,szczycienski,2015,2817000,16,266,239,625,293.0,91.0,241.0,0.5471,3482,0.4403,0.77,24.0
warmińsko-mazurskie,wegorzewski,2015,2819000,2,66,62,152,70.0,14.0,68.0,0.6106,3088,0.4851,0.72,25.3
wielkopolskie,chodzieski,2015,3001000,6,61,83,132,88.0,3.0,41.0,0.5647,3488,0.3376,0.78,25.4
wielkopolskie,czarnkowsko-trzcianecki,2015,3002000,20,136,140,335,133.0,95.0,107.0,0.4292,3506,0.3,0.78,25.1
wielkopolskie,gnieznienski,2015,3003000,11,28,68,99,36.0,20.0,43.0,0.5411,3386,0.2797,0.79,24.2
wielkopolskie,gostynski,2015,3004000,16,54,26,134,54.0,26.0,54.0,0.4998,3415,0.2764,0.81,25.7
wielkopolskie,grodziski,2015,3005000,21,50,49,138,68.0,28.0,42.0,0.4481,2931,0.2468,0.81,26.0
wielkopolskie,jarocinski,2015,3006000,14,70,83,109,94.0,9.0,6.0,0.4931,2898,0.2474,0.79,25.1
wielkopolskie,kaliski,2015,3007000,11,54,43,150,72.0,44.0,34.0,0.4689,3035,0.2246,0.79,28.2
wielkopolskie,kolski,2015,3009000,15,98,80,289,132.0,90.0,67.0,0.6015,3696,0.2757,0.76,26.2
wielkopolskie,koninski,2015,3010000,8,94,97,501,171.0,154.0,176.0,0.5748,3319,0.2786,0.79,27.0
wielkopolskie,koscianski,2015,3011000,92,142,163,246,175.0,53.0,18.0,0.4447,3398,0.3063,0.78,26.1
wielkopolskie,krotoszynski,2015,3012000,20,61,92,73,35.0,23.0,15.0,0.4902,2931,0.2397,0.76,27.1
wielkopolskie,kepinski,2015,3008000,26,52,57,271,121.0,36.0,114.0,0.408,2568,0.2552,0.73,28.0
wielkopolskie,leszczynski,2015,3013000,48,69,82,196,75.0,48.0,73.0,0.3863,3812,0.2955,0.76,29.6
wielkopolskie,m. kalisz,2015,3061000,18,53,120,280,216.0,14.0,50.0,0.5092,3532,0.4737,0.69,26.2
wielkopolskie,m. konin,2015,3062000,8,40,111,303,265.0,27.0,11.0,0.6088,3790,0.457,0.7,24.5
wielkopolskie,m. leszno,2015,3063000,11,58,90,230,120.0,23.0,87.0,0.4664,3427,0.598,0.68,27.2
wielkopolskie,m. poznan,2015,3064000,137,209,754,528,326.0,98.0,104.0,0.4278,4549,0.4459,0.62,29.9
wielkopolskie,miedzychodzki,2015,3014000,6,46,34,127,60.0,29.0,38.0,0.3391,3207,0.221,0.75,26.7
wielkopolskie,nowotomyski,2015,3015000,8,36,38,110,74.0,22.0,14.0,0.3068,3547,0.2979,0.75,27.0
wielkopolskie,obornicki,2015,3016000,34,89,102,262,172.0,28.0,62.0,0.4987,3620,0.4075,0.79,25.3
wielkopolskie,ostrowski,2015,3017000,26,154,151,220,118.0,54.0,48.0,0.4172,3357,0.2776,0.74,27.8
wielkopolskie,ostrzeszowski,2015,3018000,17,46,44,157,72.0,41.0,44.0,0.4834,3338,0.2973,0.72,29.3
wielkopolskie,pilski,2015,3019000,75,158,185,568,216.0,172.0,180.0,0.481,3569,0.3542,0.76,24.1
wielkopolskie,pleszewski,2015,3020000,58,48,93,156,59.0,37.0,60.0,0.4625,3308,0.2038,0.78,27.1
wielkopolskie,poznanski,2015,3021000,221,450,549,1093,550.0,198.0,345.0,0.3987,3676,0.3718,0.68,32.6
wielkopolskie,rawicki,2015,3022000,5,76,97,31,10.0,9.0,12.0,0.5137,3045,0.2939,0.75,26.9
wielkopolskie,szamotulski,2015,3024000,66,100,66,417,164.0,118.0,135.0,0.4506,3975,0.3502,0.76,26.7
wielkopolskie,slupecki,2015,3023000,15,86,99,176,127.0,30.0,19.0,0.5229,3171,0.3188,0.77,26.4
wielkopolskie,turecki,2015,3027000,16,90,162,106,50.0,34.0,22.0,0.4735,2999,0.3107,0.76,25.7
wielkopolskie,wolsztynski,2015,3029000,7,53,52,145,91.0,37.0,17.0,0.3832,3189,0.2235,0.8,26.6
wielkopolskie,wrzesinski,2015,3030000,17,70,86,480,154.0,168.0,158.0,0.575,3406,0.3366,0.75,25.9
wielkopolskie,wagrowiecki,2015,3028000,47,51,97,318,166.0,35.0,117.0,0.4904,3346,0.2719,0.79,25.1
wielkopolskie,zlotowski,2015,3031000,10,126,83,181,103.0,54.0,24.0,0.5122,3114,0.2882,0.79,24.3
wielkopolskie,sredzki,2015,3025000,103,130,124,286,184.0,40.0,62.0,0.551,3626,0.2582,0.79,25.4
wielkopolskie,sremski,2015,3026000,13,52,57,292,123.0,26.0,143.0,0.4181,3250,0.305,0.8,24.2
zachodniopomorskie,bialogardzki,2015,3201000,19,70,99,320,224.0,48.0,48.0,0.6051,3394,0.3893,0.77,23.9
zachodniopomorskie,choszczenski,2015,3202000,16,61,75,189,106.0,46.0,37.0,0.5893,3397,0.4163,0.78,22.9
zachodniopomorskie,drawski,2015,3203000,53,158,127,360,145.0,11.0,204.0,0.5641,3068,0.3841,0.75,24.2
zachodniopomorskie,goleniowski,2015,3204000,29,116,161,308,240.0,21.0,47.0,0.4551,3681,0.3239,0.77,24.7
zachodniopomorskie,gryficki,2015,3205000,38,158,179,270,176.0,24.0,70.0,0.5306,3184,0.393,0.73,25.3
zachodniopomorskie,gryfinski,2015,3206000,33,131,152,422,221.0,107.0,94.0,0.5929,3534,0.3065,0.79,23.3
zachodniopomorskie,kamienski,2015,3207000,23,78,88,257,92.0,75.0,90.0,0.5081,3201,0.343,0.59,33.0
zachodniopomorskie,koszalinski,2015,3209000,21,56,35,289,116.0,77.0,96.0,0.5625,3430,0.2767,0.69,29.1
zachodniopomorskie,kolobrzeski,2015,3208000,47,125,143,264,148.0,47.0,69.0,0.412,3391,0.3789,0.58,32.8
zachodniopomorskie,m. koszalin,2015,3261000,18,45,78,282,105.0,77.0,100.0,0.5643,3644,0.4269,0.66,26.8
zachodniopomorskie,m. szczecin,2015,3262000,89,1103,1107,634,480.0,73.0,81.0,0.5763,4381,0.4591,0.65,27.2
zachodniopomorskie,m. swinoujscie,2015,3263000,7,39,59,89,83.0,5.0,1.0,0.4199,4344,0.3974,0.53,33.1
zachodniopomorskie,mysliborski,2015,3210000,22,74,71,99,44.0,30.0,25.0,0.5487,3382,0.3486,0.77,23.3
zachodniopomorskie,policki,2015,3211000,19,96,103,349,200.0,64.0,85.0,0.5222,4309,0.4787,0.62,32.3
zachodniopomorskie,pyrzycki,2015,3212000,8,55,70,88,66.0,17.0,5.0,0.6201,3189,0.2162,0.81,22.6
zachodniopomorskie,stargardzki,2015,3214000,58,235,281,473,295.0,52.0,126.0,0.5371,3523,0.4126,0.77,22.9
zachodniopomorskie,szczecinecki,2015,3215000,21,84,91,277,101.0,93.0,83.0,0.5703,3574,0.3271,0.75,23.9
zachodniopomorskie,slawienski,2015,3213000,16,76,72,118,69.0,20.0,29.0,0.5468,3120,0.3682,0.73,26.4
zachodniopomorskie,walecki,2015,3217000,14,108,128,361,184.0,103.0,74.0,0.5443,3447,0.375,0.76,24.2
zachodniopomorskie,lobeski,2015,3218000,8,90,124,227,119.0,59.0,49.0,0.5958,3419,0.3069,0.78,23.3
zachodniopomorskie,swidwinski,2015,3216000,92,139,190,650,260.0,179.0,211.0,0.5488,3162,0.3745,0.77,23.8
łódzkie,belchatowski,2015,1001000,21,144,152,350,242.0,46.0,62.0,0.5617,5791,0.3083,0.69,28.1
łódzkie,brzezinski,2015,1021000,3,33,34,108,51.0,34.0,23.0,0.5859,2748,0.3099,0.71,29.4
łódzkie,kutnowski,2015,1002000,51,259,248,653,380.0,63.0,210.0,0.6133,3553,0.3704,0.73,24.9
łódzkie,m. piotrkow trybunalski,2015,1062000,34,162,205,28,28.0,0.0,0.0,0.5574,3107,0.5065,0.68,25.6
łódzkie,m. skierniewice,2015,1063000,76,59,76,188,184.0,0.0,4.0,0.5003,3218,0.4292,0.66,27.0
łódzkie,m. lodz,2015,1061000,110,525,1380,1642,1226.0,155.0,261.0,0.6344,4047,0.3714,0.65,27.1
łódzkie,opoczynski,2015,1007000,26,150,188,59,46.0,13.0,0.0,0.4095,3174,0.1814,0.76,26.5
łódzkie,pabianicki,2015,1008000,61,159,241,339,279.0,38.0,22.0,0.5576,3402,0.3982,0.67,28.5
łódzkie,pajeczanski,2015,1009000,8,74,82,89,53.0,17.0,19.0,0.4552,3429,0.1985,0.72,27.7
łódzkie,piotrkowski,2015,1010000,40,214,210,495,260.0,91.0,144.0,0.5183,3058,0.2675,0.72,29.0
łódzkie,poddebicki,2015,1011000,7,47,48,67,30.0,22.0,15.0,0.6031,3900,0.2684,0.69,30.1
łódzkie,radomszczanski,2015,1012000,44,200,199,569,337.0,55.0,177.0,0.5642,3088,0.2789,0.71,28.3
łódzkie,rawski,2015,1013000,4,68,76,225,157.0,41.0,27.0,0.4629,3304,0.2717,0.78,26.0
łódzkie,sieradzki,2015,1014000,140,136,217,531,285.0,122.0,124.0,0.5864,3297,0.2526,0.76,26.5
łódzkie,skierniewicki,2015,1015000,5,54,78,83,68.0,7.0,8.0,0.4727,3301,0.1618,0.74,29.1
łódzkie,tomaszowski,2015,1016000,18,240,255,330,246.0,38.0,46.0,0.5226,3258,0.3284,0.71,26.8
łódzkie,wielunski,2015,1017000,8,100,130,340,193.0,92.0,55.0,0.5691,3252,0.2588,0.72,28.3
łódzkie,wieruszowski,2015,1018000,30,69,82,47,44.0,1.0,2.0,0.4655,2976,0.295,0.7,30.0
łódzkie,zdunskowolski,2015,1019000,9,143,119,451,157.0,111.0,183.0,0.6068,3146,0.3415,0.74,25.6
łódzkie,zgierski,2015,1020000,53,228,286,374,226.0,70.0,78.0,0.562,3573,0.4655,0.69,28.2
łódzkie,laski,2015,1003000,18,25,39,106,64.0,31.0,11.0,0.5934,2954,0.3911,0.68,29.5
łódzkie,lowicki,2015,1005000,12,108,118,177,109.0,35.0,33.0,0.5649,3247,0.3022,0.69,29.6
łódzkie,lodzki wschodni,2015,1006000,15,107,141,222,209.0,8.0,5.0,0.5454,3118,0.2678,0.68,32.4
łódzkie,leczycki,2015,1004000,19,62,65,247,94.0,74.0,79.0,0.6866,3582,0.2937,0.77,26.9
śląskie,bielski,2015,2402000,48,251,272,1032,570.0,178.0,284.0,0.5319,3613,0.329,0.74,28.0
śląskie,bierunsko-ledzinski,2015,2414000,37,77,85,267,124.0,22.0,121.0,0.4261,3657,0.1915,0.72,28.7
śląskie,bedzinski,2015,2401000,84,383,412,3060,1971.0,696.0,393.0,0.5831,3451,0.4736,0.65,29.0
śląskie,cieszynski,2015,2403000,90,304,360,1654,1064.0,189.0,401.0,0.5014,3455,0.3718,0.64,31.0
śląskie,czestochowski,2015,2404000,62,358,343,427,275.0,76.0,76.0,0.5735,3209,0.3152,0.72,30.2
śląskie,gliwicki,2015,2405000,33,97,106,336,250.0,31.0,55.0,0.5619,3420,0.2789,0.73,25.8
śląskie,klobucki,2015,2406000,18,179,190,336,242.0,37.0,57.0,0.4919,2978,0.2392,0.72,29.5
śląskie,lubliniecki,2015,2407000,20,96,114,250,174.0,15.0,61.0,0.552,3411,0.2466,0.68,29.5
śląskie,m. bielsko-biala,2015,2461000,112,238,336,2089,1072.0,269.0,748.0,0.5533,4071,0.4958,0.67,27.9
śląskie,m. bytom,2015,2462000,94,193,277,411,322.0,8.0,81.0,0.6461,4050,0.4052,0.73,23.5
śląskie,m. chorzow,2015,2463000,41,197,227,259,189.0,26.0,44.0,0.5405,3754,0.381,0.69,25.0
śląskie,m. czestochowa,2015,2464000,18,471,783,330,241.0,46.0,43.0,0.576,3644,0.3971,0.69,26.7
śląskie,m. dabrowa gornicza,2015,2465000,83,185,179,164,149.0,15.0,0.0,0.5715,4613,0.4933,0.73,24.4
śląskie,m. gliwice,2015,2466000,87,153,317,175,93.0,29.0,53.0,0.565,4726,0.3562,0.67,26.3
śląskie,m. jastrzebie-zdroj,2015,2467000,30,267,203,469,373.0,8.0,88.0,0.5189,6182,0.4458,0.78,24.2
śląskie,m. jaworzno,2015,2468000,23,144,153,228,175.0,32.0,21.0,0.4401,5333,0.4005,0.75,25.2
śląskie,m. katowice,2015,2469000,80,236,378,959,884.0,11.0,64.0,0.5689,5262,0.4203,0.64,28.2
śląskie,m. myslowice,2015,2470000,29,170,127,370,130.0,18.0,222.0,0.5005,3787,0.3704,0.72,25.4
śląskie,m. piekary slaskie,2015,2471000,19,87,81,343,159.0,32.0,152.0,0.5396,3958,0.3099,0.71,24.3
śląskie,m. ruda slaska,2015,2472000,101,116,185,163,156.0,4.0,3.0,0.4183,3577,0.3931,0.75,22.7
śląskie,m. rybnik,2015,2473000,73,213,284,620,498.0,41.0,81.0,0.4787,3762,0.3396,0.72,25.6
śląskie,m. siemianowice slaskie,2015,2474000,20,20,114,84,72.0,2.0,10.0,0.5146,3700,0.4957,0.69,24.5
śląskie,m. sosnowiec,2015,2475000,29,369,413,265,178.0,21.0,66.0,0.5502,3706,0.4963,0.7,24.4
śląskie,m. tychy,2015,2477000,29,73,314,157,132.0,5.0,20.0,0.4572,4011,0.3177,0.71,24.7
śląskie,m. zabrze,2015,2478000,106,232,269,150,141.0,3.0,6.0,0.566,3955,0.451,0.77,22.3
śląskie,m. swietochlowice,2015,2476000,33,86,101,203,120.0,10.0,73.0,0.5393,3260,0.3696,0.74,22.6
śląskie,m. zory,2015,2479000,37,80,150,357,273.0,30.0,54.0,0.4408,3613,0.375,0.82,23.5
śląskie,mikolowski,2015,2408000,71,142,190,420,258.0,41.0,121.0,0.4574,3657,0.261,0.69,29.1
śląskie,myszkowski,2015,2409000,6,166,135,175,144.0,8.0,23.0,0.5156,3331,0.3636,0.66,31.2
śląskie,pszczynski,2015,2410000,36,212,237,255,196.0,13.0,46.0,0.448,3372,0.2832,0.73,28.5
śląskie,raciborski,2015,2411000,19,248,182,330,260.0,12.0,58.0,0.5106,3735,0.2976,0.68,27.8
śląskie,rybnicki,2015,2412000,86,174,173,207,176.0,14.0,17.0,0.4854,3624,0.2857,0.7,27.5
śląskie,tarnogorski,2015,2413000,47,252,309,466,314.0,32.0,120.0,0.5431,3569,0.3488,0.67,29.3
